user,text,date,state,takeFlushot,negativeFlushot
14191979,"ECU faculty, staff, &amp; students - you can get a FREE flu shot on 10/8, 10/20, 11/6, 11/20: http://t.co/cMveHTzzCW. Please RT! #GetAFluVax",20141003,North Carolina,1,0
255245279,"@MaryBren haha, youre right; have to see if @klbrenneman gets sick or if her flu shot was for the strain I have, hope so bcuz I'm miserable!",20140101,Ohio,0,0
415563984,RT @timodonnell14: Currently reading Could You Be Fired for Refusing Flu Shot? http://t.co/1BKRTqsaJd,20141015,District of Columbia,0,0
269159136,RT @stltoday: Free flu shots offered Tuesday http://t.co/t0lupQh71S,20141216,Illinois,1,0
380454657,currently 19 and wishing my mom was at the doctors office with me holding my hand while I get my flu shot,20141119,Massachusetts,0,0
54202455,RT @thehoya: EDITORIAL: Getting a flu shot makes the Hilltop healthier as a whole. | http://t.co/9mKkpW7L0p,20141011,Texas,1,0
41047638,Why didn't you get a flu shot? Because man it's the gov injecting us with stuff to control our minds. Lmfao faggot,20140318,Ohio,0,0
32980865,"@KKimbrell in honor, I got my flu shot at Publix.  No fun without you, but not the worst part of my day.",20141015,Alabama,0,0
378350595,"I've *always* had ""a thing"" about needles. Why didn't I know about flu shots as a nasal spray before now? That was amazing! #happydance",20140929,,0,0
474147581,Isn't the point of a flu shot to ensure you don't get the flu or did I miss that little tidbit of information,20141209,,0,0
708297793,Flu Shot 💉,20141006,Georgia,1,0
532298350,Waiting here at CVS to get my flu shot.,20140912,massachusetts,1,0
31465348,RT @TwiterHero: Your Flu Shot Might Not Work -- But You Should Get One Anyway - http://t.co/1FhnSm44KQ via http://t.co/8b2oXB5Xt4,20141205,Kentucky,1,0
1360825291,@TifaTuesdays That's no good :( Did you get a flu shot and still catch it? This early onset of winter is going to spread it around. Get well,20141120,Michigan,0,0
25968397,RT @bjmquinn: Thought for a Friday afternoon: Get a flu shot on your way home from work today.  #perspective,20141017,Massachusetts,1,0
17901961,"“@SHAWNHINDRIIX: KENDRICK LAMAR MAKE MUSIC FOR NIGGAS THAT GET FLU SHOTS”

Fam...",20141111,South Carolina,0,0
176983204,Thanks to @Sawbones I got my first ever flu shot yesterday. You guys are convincing!,20141118,North Dakota,1,0
25776422,Got tht free flu shot thank you Temple,20141009,Pennsylvania,1,0
189193922,RT @ECDOH: Free wellness screenings and flu shots at the Buffalo Auto Show!  Dates and times at http://t.co/kgo3B0sb2q,20140206,New York,0,0
67088479,Paitiently waiting to get the flu shot,20141104,Florida,1,0
35179764,My mom tricked me into getting a flu shot by telling me that she was taking me to get food😑,20141029,,0,0
292444410,My mom just promised me a Victoria secret bathing suit if I got the flu shot... #HateNeedles #TakinOneForTheTeam 😏👙👌,20140115,Michigan,1,0
26757944,Flu shot tomorrow 😅 bitter sweet cos it helps but... I don't want a shot,20141125,utah,0,0
87141470,Uber Tests Bringing Flu Shots to Your Door: Ride-service app Uber isn???t content sticking to the world of tax... http://t.co/LroDtnvDMa,20141023,,0,0
50380592,flu shot has me like 😴😴😴,20141029,Kentucky,0,0
14502340,@howiemandel And don't forget your flu shot this year!!,20141005,Florida,1,0
15150378,There's is mutated strain of the flu floating around that's immune to flu shots 😩,20141221,California,0,0
53153219,"Panel: Flu spray better than shots for kids: When it comes to flu vaccines, a federal panel says a squirt in the... http://t.co/AleKPkWviO",20140625,Arizona,0,0
9265982,"If I never hear the words ""flu shot"" it'll be to soon for me #pharmacylife  #pharmacyprobs #lifeofapharmacytech",20140116,alabama,0,0
14316190,"RT @xxx_luca: ""@drpdedfred2010: @xxx_luca That's one of the best things about divorces…it's like a ""flu shot"" but for criticism."" Lol",20140721,California,0,0
35043948,GET YOUR FLU SHOT. Join Tom O'Connor-Ntep and me in getting your flu shot.  We did at Dahl w/ Sarah Marror. http://t.co/8ErUrAttU8,20140118,Iowa,1,0
263491439,The flu is bad this year and hitting young adults hard. Many are ending up in ICU. So important to get your flu shot! 💉,20140104,Michigan,1,0
345160703,"I'll get piercings, tattoos, but when it comes to having to get a flu shot, I'm such a baby. 😩🙅",20140115,Missouri,0,0
15749128,"52,000 people died of flu related symptoms last year. Get a flu shot. -Shep Smith. https://t.co/Z7NvJ8Pcqe",20141015,Maryland,1,0
15169671,@FredrikEklundNY @derekkaplanart  rarity flu shot of a beautiful man :),20140503,north carolina,0,0
221829300,"I am not a fan of flu shots, but if you really think you must get it...8 Mercury-Free Flu Shot Options http://t.co/vIuyvM1aAF",20141022,New York,0,0
302617825,The Flu vaccine shot form will be sent home with students Tuesday-21st. They MUST be returned by Thursday-23rd.,20141020,missouri,0,0
118547689,@RUNgiaRUN @DrMommyCalls both my kids got the flu mist last week. so much easier than shots!,20140917,new york,0,0
23503882,"More people die each year from the  flu than ebola in its history, but people want to stop air traffic from africa and won't get a flu shot",20141010,Alabama,1,0
16208086,Flu shot at T2857 with Emily!  Thanks for keeping our team healthy! #SpotWasMoralSupport http://t.co/ENHXDi9o1m,20141003,Washington,1,0
17521364,@alicia_mam I got my flu shot two weeks ago and I still have it. Good luck.,20140301,California,0,0
10483962,@JaleshiaMarshay Get your shots or whatever you have to.It is flu season.,20141210,alabama,1,0
250338854,"Wait. My flu shot covers Ebola, right?",20141016,Tennessee,0,0
370426366,"Morning Roundup: Con Ed sets new winter usage records, City urges parents to get flu shots for kids &amp; more news http://t.co/5XOEeI52Pr",20140109,New York,1,0
15937168,Ted Shaw with the hospital association recommends that task force strongly encourages flu shot.,20141023,Texas,1,0
286671692,@sanagkmel I know few people got their babies flu shots and the next day their baby is sick,20140125,California,0,0
39401810,"Got my Flu-Shot from projectjuice ☺️🙌 Thanks for all your organic, cold-pressed deliciousness! @… http://t.co/srI0qtYLjL",20140424,California,1,0
783328344,"@Kainoelle0417 I know girl I know. 
my mom wants to get me in for a flu shot tomorrow 😖🔫",20140205,Florida,0,0
487195297,The people freaking out about Ebola are probably the same ones who refuse to get a flu shot.,20141026,West Virginia,0,0
930089666,We are having Walgreens come to the clubhouse this Friday from 3-6 P.M. to provide flu shots at minimal cost for those are wanting them.,20141013,Tennessee,1,0
17477336,Best way to take the edge off taking the kids for a flu shot? Taking them to get their teeth cleaned right afterwards.,20140909,Hawaii,0,0
53738452,Flu Shot 💉😒,20140926,California,0,0
319849098,RT @RICKatFOX: John is mad at me “@Jbow69: @RICKatFOX Dont get a flu shot? Bonified Idiot you are! Don't spread it to others Ahole! You cou…,20140109,California,1,0
56287989,You can still get a flu shot. We have vaccine available. http://t.co/z2qtwtWYuT,20140204,illinois,1,0
50279223,cynthirobles we got our Flu Shots!!!! #ouch 💉💉 http://t.co/rf1GY0KAEs,20140919,California,0,0
718417872,"If you are in the Fort Wayne area, not received the flu shot, read on about a clinic offering free flue vaccines.  http://t.co/D3HXPoiTp6",20140121,Indiana,1,0
87742136,"A vaccine is the best protection against the flu. To find a flu shot provider near you, head here: http://t.co/UtLcJWocWx",20140919,Alabama,1,0
843845899,"@fran_wilde @mightymur Same here, but I'm blaming the flu shot I got today.",20140110,New York,0,0
147763423,"My brother and I went to et flu shots today and when my brother went the doctor came running out saying ""he needs you"" 😂😂awe what a lol baby",20140111,Washington,1,0
144723483,"Flu shot, urinalysis, and a PST happy birthday to me 😂",20140921,,0,0
805336999,Free flu shot at work.  #turndownforwhat,20141028,Indiana,1,0
48573035,@sarahkliff I got a flu shot!,20141006,,1,0
473416565,@LinoCoria Gripe? Yo estoy pensando en el flu shot. Nunca lo hice. Que tu opinas asl respecto?,20141124,Florida,0,0
171098234,From Good Day WI: Benefits of a flu shot http://t.co/JT4U1arS8E,20141113,Wisconsin,1,0
538573202,Thinking of getting the flu shot? We've got the 411 on who should &amp;  shouldn't get the vaccine on #2KASAStyle @ 9am!,20141110,New Mexico,0,0
510570222,@1Corinthians126 #BlessYOUJesus  Holy Spirit thank you for my flu shot: may YOU keep everyone covered who was ministered the #FluVaccine,20141030,maryland,1,0
40949746,@doug_ellison did you get a flu shot this season?,20141008,,0,0
25376592,On my parents' health insurance just a few days longer. Who wants to skydive onto a bed of flu shots with me?,20141001,New York,0,0
172786867,"Today is flu shot day, which is no problem because I don't mind getting shots at all. #ihateshots!! #timetoacttough #nobiggie",20141027,New York,1,0
39904945,Vaccine Injury Law: What is SIRVA and Can it be Caused by a Vaccine? Flu and tetanus shots are often injected into  http://t.co/f2zdZEzjIf,20141125,Wisconsin,0,0
25232739,"Go my flu shot today, hope it works",20141023,Michigan,0,0
507261391,@newtonwellesley Thanks for the convenient flu shot!,20141107,Massachusetts,1,0
35757699,@amylpeterson I canceled a massage because my flu shot arm might hurt + I'd rather stay home with wine. #winter,20141113,Utah,0,0
15013580,On a scale of 1-10 how pathetic would it be to call my mom and beg her to drive to Lex so she can hold my hand while I get my flu shot?,20141007,Kentucky,0,0
198586296,Just got a flu shot all by myself #adult,20141219,michigan,1,0
436996770,"@TheEllenShow hope you feel better soon n you will be missed,  hope you got your flu shot",20140124,Ohio,1,0
531264945,"RT @DaveHWSB: I'm calling you a wimp @lindawsb! Flu shots don't hurt, look how tuff I am http://t.co/JVthdGiDOZ",20141022,Georgia,1,0
587463836,"@holman instead of getting a flu shot I just saved time and got the flu, shout out to vomit comma the concept",20141024,,0,0
23066956,After today's shenanigans I think I need a flu-shot.,20141012,Pennsylvania,1,0
391673763,Need a Flu shot? Pat Walker Health Center offers a walk-in vaccine from 3-5pm every weekday! #UARK #YOUofA,20141016,Arkansas,1,0
284346128,"@jlynn153 greatness...flu games, last shots, destroying George Karl's Sonics and the pick and roll duo of John Stockton and Karl Malone.",20140613,Virginia,0,0
772800356,My Miami vice getup. FGH flu shot campaign 2014 http://t.co/5G3NMqm67T,20140924,Mississippi,0,0
349262236,"RT @DrSchwertner: Flu season is here, folks. If you haven't done so already, please get your flu shot ASAP. http://t.co/3QmZP3Qx6K #healthy…",20140130,Texas,1,0
16956735,"Just so you know a flu shot will not prevent you from getting ebola, thank you oh-so-wise Obama for the ""tip"" #ebola #Obama",20141017,Colorado,0,0
56489008,RT @SomervilleCity: Need a flu shot? The #Somerville Health Dept. runs Thurs. vaccination clinics through Jan. or until supply runs out. ht…,20140108,Massachusetts,1,0
2858199408,Still haven't got a flu shot😳,20140120,Arkansas,0,0
122248056,"RT @BilldeBlasio: Remember, getting your flu shot isn't just good for you. It's good for everyone around you. http://t.co/fTnh0SwEot http:/…",20141030,New York,1,0
24627889,RT @LWFamilyCare: It's never too late to get your flu shots at Leawood Family Care! #flu #kc http://t.co/Bl4npRdsUa,20140211,Kansas,1,0
62462057,The #MesaCounty Health Department is offering flu shots in the De Beque and Collbran areas this week. http://t.co/Er0dR0azfZ,20141117,Colorado,1,0
42310826,Get a flu shot from Sammy Sosa. http://t.co/k90hyywXUg,20140315,Georgia,0,0
629671347,Boutta get this flu shot 󾌴󾌴󾌴,20140911,,0,0
11008102,"Dear stupid millennial,
Stop snapchatting and snorting adderall for two seconds and go get your flu shot
xoxo,
ben
http://t.co/B1GyJRsLNo",20140127,New York,1,0
50365566,A healthy team = a happy team. 1144 is already at 2 flu shots! #rocktheshot @AmyDetrow @benedictbking http://t.co/aniopcRyr6,20141001,,1,0
29802985,"People act apologetic asking for a flu shot now. And quite frankly, they SHOULD. It's January for crying out loud.",20140110,Arizona,0,0
284226589,RT @TeabaggingTech: Who else got their flu shots?? http://t.co/B5DIqFiZ0w,20140721,kentucky,1,0
442555681,"If you know anyone in Canada, tell them to get their flu shot now.   Its seems issues at a flu vaccine production... http://t.co/ojK0Dpa3mM",20140912,minnesota,1,0
30924802,"LIKE this post if you have already received your flu shot this year.

The benefits the flu vaccine can provide... http://t.co/YzlKNRuIy8",20140109,Indiana,1,0
67799625,@MemberInsurance is offering flu shots at their booth until 4PM EST for $15 and are available first come first serve (closed 12pm-1pm).,20141018,Indiana,1,0
551345722,"RT @laurenfulkerson: So if you could get an Ebola vaccine, would you? Yes??? Get your flu shot, people! It kills more homies than Ebola.",20141004,New York,1,0
862496382,"Up-to-Minute #JobSearch RN's for Seasonal Flu Shot Project at Nova Medical Centers (Knoxville,... Find this Job&amp;More http://t.co/NYWHV1j34I",20140619,Tennessee,0,0
20471329,Birthday shot before work this morning. Because I work at a hospital and flu vaccines are mandatory. (See what I did there?) ,20140925,California,0,0
411186904,Stop in today from 4-7PM for your Flu Shot!  Rite Aid is in the Fit! lobby and will bill to your insurance... http://t.co/gvAnHWRcUF,20140909,Maryland,1,0
1609027698,Everyone come to @UToledoSRC Welloween from 11:30-1:30. Free flu shots! And ton of informative booths! #UTWELLOWEEN,20141031,ohio,1,0
15625138,Guaranteed more people in this country will die of the flu this year than Ebola #GetYourFluShot,20141018,Pennsylvania,1,0
188785680,Got my flu shot today! Hopefully no flu for me this year! 💉🙅,20141030,Illinois,1,0
222541423,@Jamey_Giddens lord. Quarantine yourself!  Get a flu shot next year!,20140113,Illinois,1,0
8036532,The flu ends with you! Get your free flu shot at UHS now through Friday Jan. 24th from 9AM until 4:30PM!,20140123,Wisconsin,1,0
377329652,Cedar Ridge Family Medicine is ready for you... flu shots and treats. http://t.co/YuDwE7ZY8t,20141007,Utah,1,0
891083828,This happy Supergirl just had her FLU booster shot and is still giving out smiles. Though you can see… http://t.co/5lDTdMxp86,20141212,new jersey,1,0
728469158,"nothing says welcome home like a finger prick, 2 tubes of blood drawn and a flu shot",20141128,massachusetts,0,0
529094547,@BsLegion did JJ not pay for flu shots?  I don't get this.,20140419,Massachusetts,0,0
287901039,Kid Natural on Flu Shots... http://t.co/WxosOteRjZ,20140917,Minnesota,0,0
208205144,Flu season is here! Please encourage your students to wash their hands often. Have you had a flu shot?  It's not... http://t.co/3ibWwn623g,20140116,texas,1,0
26092878,من يوم ما اخذت ال flu shot وانا مزكم. احس اني انحقنت بالفيروس مو بالمضاد!,20140101,Pennsylvania,0,0
465706259,I liked a @YouTube video from @jennyscribes http://t.co/GexhicL8p3 Mandatory Flu Shot Vaccines Imposed On Nurses And Tin Foil Hats,20140109,California,0,0
283765656,RT @HEA201_sbemisda: Skip the Shot: New Flu-Vaccine Patches Could Come in the Mail http://t.co/TTcNcvPOtk @HEA201_Spring14,20140308,North Carolina,0,0
125698355,Got my flu shot today! @_Republic is getting hers right now. You should get yours too!,20141126,New York,1,0
824383052,I feel like I should have sprung for the flu shot!,20140115,California,1,0
789980540,RT @genevaswans: Sooooo 12 people have died from the flu in Alachua and...I haven't gotten a shot yet...,20140114,Florida,0,0
288022308,Tmltrt bruh that's my hospital fam I got get my physical and flu shot in a couple weeks smfh,20141203,Massachusetts,0,0
267717712,Wondering should I gone n get this flu shot,20141014,Mississippi,0,0
267918879,"Got a flu shot before work, I swear every single one of these people have hit it. THANKS.",20140919,California,0,0
22710773,I don't Want to go to the doctor in the morning😒 im salty Cleveland Have Mandatory Flu Shots😡😡,20141014,Ohio,0,0
574444657,A MOTHER’S FLU SHOT NIGHTMARE – UNEDITED VERSION | Family Health Freedom Network http://t.co/sRoW9qwLB2,20140215,,0,0
25138311,Got my flu shot! #flulapalooza @VUMChealth,20141001,Tennessee,1,0
12640682,But what's inside the lollypop you get after the flu shot? RT @wired What's Inside a Flu Shot http://t.co/hDtNVB0M3N,20141103,Massachusetts,0,0
155186645,@elizadushku Did you get the Flu shot?,20140127,Florida,0,0
306438305,Flu Shots Keep Kids Out Of Hospitals http://t.co/08WlBiXYTb,20140325,Connecticut,1,0
16243550,RT @UAJamie: If you haven't gotten your flu shot this year you are not allowed to complain on the internet about Ebola.,20141016,Ohio,0,0
19312573,"According to my mother I am sick too often, therefore I need a flu shot. #luckyme #sickkid",20140104,Texas,1,0
447362087,Steven and I just did Christmas Eve shots of NyQuil Cold and Flu syrup.  #sickforchristmas,20141225,South Carolina,0,0
150784080,BREAKING: NC reports first child flu death this year: an infant in the eastern part of the state died today.Baby was too young for flu shot.,20140113,North Carolina,0,0
212251129,FREE Flu Shot clinic today! 9AM to 12PM at the @nativehealthphx Information &amp;  Referral Center - @ShopMetrocenter (lower level),20141128,Arizona,1,0
25162950,FREE $5 Gift Card with Flu Shot at Kmart http://t.co/wx9G2kdMSp #freebies #freestuff #free #freesample,20141006,,1,0
855703604,"Oops,  getting flu shot, steroid for knee, anti inflamitory meds and god knows what else.  Getting old sucks.",20141113,South Carolina,1,0
96043973,RT @2Real2BeYou: This fuckin flu shot they gave me tho &lt;  bitch still swollen nShit &gt,20140128,Louisiana,0,0
149575548,Got my free flu shot today. Feeling totally wonderful and flu-free!,20141218,Tennessee,1,0
622232539,"Flu shot injected, Santa hat obtained for Santa v Martians photo shoot, car packed for rehearsal and one more day til Tgving vacay!",20141120,Texas,1,0
494820943,I'm the only person in the clinic in town and yet I been sitting here for 10 minutes for a flu shot,20141028,Virginia,0,0
17160436,Flu Season Is Hitting Young People Harder This Year Because They're Not Getting Their Shots http://t.co/Apc2zlTYmQ,20140116,,1,0
268051096,"H1N1/Swine Flu is common this year, but a flu shot can protect you! http://t.co/f3rR2YnbI4",20140103,Oregon,1,0
97231762,"If you didn't get a flu shot yet get one - First Flu Death Reported in Boston
http://t.co/2GNL6OwAel",20140110,Massachusetts,1,0
18810719,Live on Long Island? Hope you got your flu shot. Here's why: http://t.co/yT6JYrGcsc,20140108,New York,1,0
313655135,Flu shots today http://t.co/6sY7CurzWe,20141023,Texas,0,0
478902505,I added a video to a @YouTube playlist http://t.co/U6RzB1mEWC Brother Trolling Sister''s Flu Shot,20140922,texas,0,0
34990384,"If you are reading this, you should get a flu shot. Make an appointment at myHealth to get yours. Call 952-474-3251 to schedule one today.",20140917,Minnesota,1,0
25084676,I don't understand how people get piercings all over their body's. Like I can't even get a flu shot without a nurse holding me down😳,20140804,Iowa,0,0
215692667,Time to suck it up and get my flu shot.,20141118,New York,0,0
792676,RT @ChicoER: Free flu shots today in Chico http://t.co/kYSQGHv8NV,20140122,California,1,0
820892052,@emblemthree is doing their livestream right now while i'm getting my flu shot. sigh ):,20141107,California,0,0
9275972,Pharmacist told me my ins plan came w/ free flu shot. So I got mine today. #ThanksACA #flushot http://t.co/20rTaTjalL,20140819,Pennsylvania,1,0
752374123,Everytime I volunteer at children's hospital I think I should become a nurse then I remember I tear up when I get a flu shot.. #maybenot 👶,20140205,North Carolina,0,0
145369616,Everyone's buzzing about flu season. Hard to believe it's almost here again.  @CDCgov says get a flu shot in October. http://t.co/7x3XnAm8Wk,20140904,North Carolina,1,0
627098814,"Yay, it's flu shot season - said no one ever? Nope, I'm a big fan of the free flu shot at work. It really works.",20140916,Illinois,1,0
89074675,@vogon as someone with the flu at this very moment… +1 to getting the flu shot always,20140805,New York,1,0
286943890,"@Smiley360 A7 Wash hands, flu shot, plenty of fruits/veggies, and sleep! #SugarFreeDyeFree",20141030,Minnesota,1,0
208834451,RT @emv52: #PreventionHelp .@FPWA @BethNY @grouchomama718 MT @Felixwortiz Free Flu Shots Wed10/29 at 404 55th St http://t.co/ExiiUmyjgj,20141022,New York,1,0
257123540,"RT @Deonguillory: I get a flu shot while learning why we should all do it. 
http://t.co/flhWyLzHOt @WJBF http://t.co/nELQdskCLE",20141011,Georgia,1,0
127583486,Weekly Email Newsletter: Flu Shots This Saturday at Center;  Get Spirit Day Ribbons Online or Center! - http://t.co/ry0phf0cMF,20141001,Ohio,1,0
630880279,RT @topaz006: It's very important that EVERYONE get a flu shot this year so I don't have to.,20140902,Colorado,0,0
402844554,Winter weather ready? Car prepped? Power outage ready? Flu shot &amp;  meds on hand? #prepnow,20141113,District of Columbia,1,0
14828860,"""@WashYoPussyHo: My kinda flu shot 😊😊😊 http://t.co/JdS9hcfPqy""lol",20141028,New Jersey,0,0
29062450,RT @boyntonhealth: Free flu shot walk-in clinics start next week in our main entrance lobby: http://t.co/Yvkd8LoK0d http://t.co/4CiiQ4LtIk,20141113,Minnesota,1,0
44673910,CDC RECOMMENDS THE FLU SHOT FOR ADULTS AND CHILDREN WITH ASTHMA. Read more here: http://t.co/0lyS0mGmHC,20140922,New York,1,0
2218570128,Now that's a flu shot I would take!!!!!! Kelly Jean Hillman http://t.co/4mZW2CpaRc,20141026,Indiana,0,0
25152483,@starledger never too late to get the flu shot!,20140419,new jersey,1,0
18756512,@tha_homie_homan i'm gonna get a flu shot when I get back tho. Ur like the 4th person I know that has that shit lol,20141207,California,1,0
50510287,Why even healthy people should get a flu shot: to protect your grandparents http://t.co/qtCzMZZjic via @voxdotcom,20141027,California,1,0
790402693,I almost punched the nurse at work because she gave me the flu shot :p lol,20141016,New Mexico,0,0
2167615663,RT @PHLPublicHealth: Flu is no joke! Get your #flushot! RT @JeffSkversky: Phillies 2B Chase Utley was sent home from the ballpark today wit…,20140408,pennsylvania,1,0
253305925,@jensofetch the same way Christians don't take flu shots because they think it makes them sick and its mind control,20140623,texas,0,0
240375410,Everyone is sick around here. Yuck! Taking bubs to get his flu shot this weekend.,20141001,hawaii,1,0
45914218,RT @drjmob: @sarahkliff goes to @CVSHealth to get a flu shot from a #pharmacist during American @Pharmacists Month. http://t.co/VgpVbdbIms,20141008,Maryland,1,0
455086314,@freeespiritt_ did you get your flu shot ?,20141017,Florida,0,0
1674195842,Forgot to get my flu shot before I left on vacation. Gotta stop by Wellness before I go home today,20141202,Virginia,1,0
37714022,Walgreens will be offering flu shots at the #StepOut walk on Saturday!! #thankyou #stayhealthy,20141015,New York,1,0
99843490,"RT @VABiloxi: P-cola VA nurses will give free flu shots to veterans at Veterans
Memorial Park; 9-11:30 a.m. on Nov. 11, Vets Day. http://t.…",20141103,Mississippi,1,0
16619708,Lady just got pissy at me because I didn't know cvs's flu shot schedule......................,20141210,massachusetts,0,0
17032442,"I don't know how true this, but I think I'll still get my flu shot this fall. http://t.co/mfcscwhGYV",20140408,Missouri,1,0
253353557,@NancyLeeGrahn I voted today &amp;  got my flu shot. Could I get a double shout out for doing my part to help this country 🇺🇸💉. Thank You ✌,20141104,Texas,1,0
1435941187,Got the flu shot....then got a fever blister.....awesome.,20141017,Florida,0,0
231213395,"RT @paula_span: Is high-dose flu shot more protective for elders? New NEJM study says yes, but some dissent. @judith_graham reports. http:/…",20140904,Colorado,0,0
268548751,An hour wait surrounded by sick people for a flu shot that will take 2 weeks to be effective. Am I missing the logic in all of this?,20140107,North Carolina,0,0
90935568,"RT @featherchick: ""I've never had the flu and I've never had a flu shot."" Are you SURE you've never had it? You can pass the virus on to ot…",20140116,Michigan,0,0
45993466,I have to wear this mask because i don't want a flu shot @ Creedmoor Psychiatric Center http://t.co/wxxQoqSN2N,20140110,new york,0,0
15381827,I think maybe I should've gotten a flu shot.,20141221,Kentucky,1,0
24410734,"I got a flu shot, so I'm pretty sure I'm an adult now.",20141028,Utah,1,0
894382722,I usually don't but today I did: I did it. I got the flu shot. My friend Judy had been pushing me for a week t... http://t.co/xLG2i7STCP,20140119,California,1,0
382418394,Just got a flu shot at work. THE DISEASE IS INSIDE ME NOW,20141020,georgia,0,0
454084038,@ryanvaughan did you get a flu shot?,20140205,Illinois,0,0
21226405,Most appropriate use of the hashtag #yolo: RT @wilw: Getting a flu shot. #yolo,20141024,California,1,0
555689857,@Shoq I've been down with this upper respiratory flu bug for 6 days now - and I got my flu shot in October. Miserable stuff.,20140103,Ohio,0,0
2493054132,It's flu shot day! Stick it in me! #fb,20141016,south carolina,1,0
369804438,"North Coast flu deaths nearly double: Medical assistant Jazmine Burden, left, administers a flu shot to Jeremi... http://t.co/ZNZcSBdDge",20140206,California,0,0
2259885283,"RT @IUPUI_FluSeason:  Flu shots begin Monday, Oct 6 for all current students, staff and faculty #GetAFluVax #flu #fluvax",20141006,Indiana,1,0
15523710,"Just took my 3 y.o. to @EHowardMD for a flu shot. I offered her a Donald Duck sticker, but she chose some Frozen character. She's grounded.",20141002,Texas,0,0
2305785854,"RT @B_Fischer4: Flu shot? Nah I'm good.  Royals are in the ALCS, world is clearly ending soon anyway",20141013,missouri,0,0
330088961,this flu business is not a joke. there are young otherwise healthy people dying from it. GET YOUR FLU SHOT,20140108,texas,1,0
32399121,I finally got a cool band aid with my flu shot! #childatheart #tweetybird http://t.co/mFnYN84zHB,20140127,utah,0,0
1855081970,Please get your flu shot! I got mine! 😊 http://t.co/LJanpkYG27,20140918,North Carolina,1,0
385668781,Are there any #vegan flu shots available?,20141105,,0,0
950466966,@_l3xi @MELISSA_MAJOR go get a flu shot!!!!!!!,20140115,michigan,1,0
257683906,"Great news, you can now get your flu shots in Pathmark http://t.co/wIKEFU5rqZ",20141125,New York,1,0
17865214,"“@BrianNewCBS: To celebrate Dallas being ""Ebola-free"" tomorrow, how about we all get flu shots.”",20141106,Texas,1,0
17065517,got a flu shot. slept all day. very productive,20141010,California,0,0
25601845,I'm never forgetting to get a flu shot ever again.,20141223,New York,1,0
14669951,Get your flu shot people! It's going around @Visit_Tally,20141115,Florida,1,0
65251498,@MelgarAlbert flu shot? 😉 sure why not.,20140323,Florida,1,0
245070596,I didn't just vote today;  I also went and got a flu shot. Thinking society owes me big time.,20141104,Arizona,1,0
310356989,How ironic that I keep forgetting to get my flu shot. #dontwant,20141016,Indiana,0,0
2575516026,Should you get a flu shot…or not? [Infographic] http://t.co/uMTNLRcT11 #flu #health #influenza #fitness #work,20141020,Illinois,0,0
372520997,Who got their flu shot today? This girl,20141013,Kentucky,1,0
1007496565,Did @Walgreens just put a adhesive bandage over Africa during a flu shot commercial?! #theresanebolaepidemic #wrong #stillkindafunny,20141005,Ohio,0,0
1581191983,Uber Will Deliver A Flu Shot To Your Door Today http://t.co/WPeKqDRWOZ via @,20141023,District of Columbia,1,0
432944454,Being sick is the worst. I got my flu shot for a reason #why,20140126,maine,1,0
340448211,Remember to get your flu shots! Marin health officials urge public to get vaccinated before flu season: http://t.co/HzWyshbK9E,20141110,California,1,0
58939366,"RT @FluGov: Everyone 6 months+ should get a #flu vax. Way to go, Bill Nye! MT @TheScienceGuy Got my flu shot; you should too- http://t.co/w…",20140828,Michigan,1,0
14217846,@whydoisay Obamacare is fucking amazing. I was looking at my paperwork and realized I get free flu shots thru kaiser. :D,20141124,California,1,0
49983680,"Still need to get a flu shot?  Get it at @gclib on Wednesday,  October 29th from 2-4 pm.",20141026,Arkansas,1,0
514434748,21 years old and just made my mom come get the flu shot with me 😬,20141027,Michigan,0,0
26460275,"If you haven't had a flu shot, they are available at many pharmacies -Kroger and Walgreens, for instance- on a... http://t.co/jJSL9bTNvx",20140113,Arkansas,1,0
74374895,@steenfox Hope you get to feeling better soon. Also hope you got your flu shot.,20140114,Tennessee,1,0
191672229,Grateful that I got a flu shot and don’t have the great flu. It’s wiped out my wife,20140121,california,1,0
78000590,County Encourages Flu Shots With Free Event #SanDiego http://t.co/UVGiyz2Z8A,20140927,California,1,0
424525062,RT @gypsyprincess98: got my flu shot 😊💉,20141008,Texas,1,0
1486363447,"@Jeffrey_Egan @WalizerCory on a side note, did you get a flu shot this year?",20140208,Connecticut,0,0
1038985280,Students can get FREE flu shots today at the @UCFHealthCenter from 9am-4pm while supplies last. http://t.co/ARf8GYWrX2 #UCF,20140124,Florida,1,0
471233973,It's flu shot clinic at school today. Soo my needle senses are on high alert. #DontStickMeBro #NoShots,20141015,Oklahoma,0,0
123441658,Flu shot 😒,20140117,illinois,0,0
285335358,"Flu Myths, Information and Deal with CVS/pharmacy – Get a 20% off Shopping Pass when you get a Flu Shot: Here ... http://t.co/OxFsMJndum",20140112,new york,0,0
53733330,RT @KeatingRogers: Every flu shot feels better with a Unicorn bandaid! http://t.co/luAtcKwbOB,20141014,California,0,0
175622153,Flu shots available at my local pharmacy.  Signs it is nearly fall....,20140815,Maryland,0,0
299864350,cool date idea: flu shots,20140929,District of Columbia,0,0
616892847,RT @Oregonian: ICYMI: Flu victims fill #PDX-area Ers;  7 people have died. #getaflushot http://t.co/b1e4FCnyPw,20140104,oregon,1,0
