"transactionId","item"
405,"none-negative-flu-shot"
406,"none-negative-flu-shot"
407,"none-negative-flu-shot"
408,"none-negative-flu-shot"
410,"none-negative-flu-shot"
411,"none-negative-flu-shot"
412,"none-negative-flu-shot"
413,"none-negative-flu-shot"
415,"none-negative-flu-shot"
416,"none-negative-flu-shot"
417,"none-negative-flu-shot"
420,"none-negative-flu-shot"
421,"none-negative-flu-shot"
422,"none-negative-flu-shot"
423,"none-negative-flu-shot"
425,"negative-flu-shot"
426,"none-negative-flu-shot"
427,"none-negative-flu-shot"
428,"none-negative-flu-shot"
429,"none-negative-flu-shot"
430,"none-negative-flu-shot"
431,"none-negative-flu-shot"
432,"none-negative-flu-shot"
434,"none-negative-flu-shot"
435,"none-negative-flu-shot"
436,"none-negative-flu-shot"
438,"none-negative-flu-shot"
439,"none-negative-flu-shot"
440,"none-negative-flu-shot"
441,"none-negative-flu-shot"
442,"none-negative-flu-shot"
443,"negative-flu-shot"
444,"none-negative-flu-shot"
447,"none-negative-flu-shot"
451,"none-negative-flu-shot"
452,"none-negative-flu-shot"
453,"none-negative-flu-shot"
454,"none-negative-flu-shot"
455,"none-negative-flu-shot"
457,"none-negative-flu-shot"
458,"none-negative-flu-shot"
460,"none-negative-flu-shot"
463,"none-negative-flu-shot"
464,"none-negative-flu-shot"
465,"negative-flu-shot"
467,"none-negative-flu-shot"
468,"none-negative-flu-shot"
469,"none-negative-flu-shot"
470,"none-negative-flu-shot"
472,"none-negative-flu-shot"
474,"none-negative-flu-shot"
475,"none-negative-flu-shot"
476,"none-negative-flu-shot"
477,"none-negative-flu-shot"
478,"none-negative-flu-shot"
481,"none-negative-flu-shot"
482,"none-negative-flu-shot"
483,"none-negative-flu-shot"
485,"none-negative-flu-shot"
487,"none-negative-flu-shot"
491,"none-negative-flu-shot"
492,"none-negative-flu-shot"
493,"none-negative-flu-shot"
494,"none-negative-flu-shot"
495,"none-negative-flu-shot"
496,"none-negative-flu-shot"
497,"none-negative-flu-shot"
499,"none-negative-flu-shot"
501,"none-negative-flu-shot"
502,"none-negative-flu-shot"
503,"none-negative-flu-shot"
504,"negative-flu-shot"
506,"none-negative-flu-shot"
510,"none-negative-flu-shot"
512,"none-negative-flu-shot"
513,"none-negative-flu-shot"
514,"none-negative-flu-shot"
515,"none-negative-flu-shot"
516,"none-negative-flu-shot"
517,"none-negative-flu-shot"
519,"none-negative-flu-shot"
520,"none-negative-flu-shot"
521,"none-negative-flu-shot"
522,"none-negative-flu-shot"
523,"none-negative-flu-shot"
524,"none-negative-flu-shot"
526,"none-negative-flu-shot"
527,"none-negative-flu-shot"
528,"none-negative-flu-shot"
529,"none-negative-flu-shot"
530,"none-negative-flu-shot"
532,"none-negative-flu-shot"
533,"none-negative-flu-shot"
534,"none-negative-flu-shot"
536,"none-negative-flu-shot"
538,"none-negative-flu-shot"
539,"none-negative-flu-shot"
540,"none-negative-flu-shot"
541,"none-negative-flu-shot"
542,"none-negative-flu-shot"
546,"none-negative-flu-shot"
547,"none-negative-flu-shot"
549,"none-negative-flu-shot"
550,"none-negative-flu-shot"
551,"none-negative-flu-shot"
552,"none-negative-flu-shot"
553,"none-negative-flu-shot"
555,"none-negative-flu-shot"
556,"none-negative-flu-shot"
558,"none-negative-flu-shot"
559,"none-negative-flu-shot"
560,"none-negative-flu-shot"
561,"none-negative-flu-shot"
562,"none-negative-flu-shot"
563,"none-negative-flu-shot"
564,"none-negative-flu-shot"
566,"none-negative-flu-shot"
567,"none-negative-flu-shot"
568,"none-negative-flu-shot"
571,"none-negative-flu-shot"
572,"none-negative-flu-shot"
573,"none-negative-flu-shot"
575,"none-negative-flu-shot"
576,"none-negative-flu-shot"
577,"none-negative-flu-shot"
578,"none-negative-flu-shot"
580,"none-negative-flu-shot"
581,"none-negative-flu-shot"
582,"none-negative-flu-shot"
583,"negative-flu-shot"
584,"none-negative-flu-shot"
585,"none-negative-flu-shot"
586,"none-negative-flu-shot"
588,"none-negative-flu-shot"
589,"none-negative-flu-shot"
590,"none-negative-flu-shot"
591,"none-negative-flu-shot"
592,"none-negative-flu-shot"
593,"none-negative-flu-shot"
594,"none-negative-flu-shot"
595,"none-negative-flu-shot"
596,"none-negative-flu-shot"
597,"none-negative-flu-shot"
600,"none-negative-flu-shot"
601,"negative-flu-shot"
602,"none-negative-flu-shot"
603,"none-negative-flu-shot"
604,"none-negative-flu-shot"
605,"none-negative-flu-shot"
607,"none-negative-flu-shot"
608,"none-negative-flu-shot"
609,"none-negative-flu-shot"
610,"none-negative-flu-shot"
612,"none-negative-flu-shot"
613,"none-negative-flu-shot"
615,"none-negative-flu-shot"
616,"none-negative-flu-shot"
617,"none-negative-flu-shot"
618,"none-negative-flu-shot"
620,"none-negative-flu-shot"
621,"none-negative-flu-shot"
622,"none-negative-flu-shot"
623,"none-negative-flu-shot"
624,"none-negative-flu-shot"
625,"none-negative-flu-shot"
626,"none-negative-flu-shot"
630,"none-negative-flu-shot"
632,"none-negative-flu-shot"
634,"none-negative-flu-shot"
635,"none-negative-flu-shot"
637,"none-negative-flu-shot"
639,"none-negative-flu-shot"
641,"none-negative-flu-shot"
642,"none-negative-flu-shot"
643,"none-negative-flu-shot"
644,"none-negative-flu-shot"
645,"none-negative-flu-shot"
648,"none-negative-flu-shot"
649,"none-negative-flu-shot"
652,"none-negative-flu-shot"
653,"negative-flu-shot"
654,"none-negative-flu-shot"
656,"none-negative-flu-shot"
657,"none-negative-flu-shot"
659,"none-negative-flu-shot"
660,"none-negative-flu-shot"
661,"none-negative-flu-shot"
662,"none-negative-flu-shot"
663,"none-negative-flu-shot"
664,"none-negative-flu-shot"
666,"none-negative-flu-shot"
668,"none-negative-flu-shot"
670,"none-negative-flu-shot"
671,"none-negative-flu-shot"
672,"none-negative-flu-shot"
673,"none-negative-flu-shot"
675,"none-negative-flu-shot"
676,"none-negative-flu-shot"
677,"none-negative-flu-shot"
678,"none-negative-flu-shot"
679,"none-negative-flu-shot"
680,"none-negative-flu-shot"
681,"none-negative-flu-shot"
682,"none-negative-flu-shot"
683,"none-negative-flu-shot"
684,"none-negative-flu-shot"
685,"none-negative-flu-shot"
688,"none-negative-flu-shot"
690,"none-negative-flu-shot"
691,"none-negative-flu-shot"
692,"none-negative-flu-shot"
693,"none-negative-flu-shot"
694,"none-negative-flu-shot"
697,"none-negative-flu-shot"
698,"none-negative-flu-shot"
699,"none-negative-flu-shot"
700,"none-negative-flu-shot"
701,"none-negative-flu-shot"
702,"none-negative-flu-shot"
706,"none-negative-flu-shot"
707,"negative-flu-shot"
708,"none-negative-flu-shot"
709,"none-negative-flu-shot"
714,"none-negative-flu-shot"
715,"negative-flu-shot"
716,"none-negative-flu-shot"
717,"none-negative-flu-shot"
718,"none-negative-flu-shot"
720,"none-negative-flu-shot"
721,"none-negative-flu-shot"
722,"none-negative-flu-shot"
723,"none-negative-flu-shot"
724,"none-negative-flu-shot"
726,"none-negative-flu-shot"
727,"none-negative-flu-shot"
728,"none-negative-flu-shot"
729,"none-negative-flu-shot"
730,"none-negative-flu-shot"
732,"none-negative-flu-shot"
733,"none-negative-flu-shot"
734,"none-negative-flu-shot"
735,"none-negative-flu-shot"
736,"none-negative-flu-shot"
737,"none-negative-flu-shot"
739,"none-negative-flu-shot"
740,"none-negative-flu-shot"
743,"none-negative-flu-shot"
744,"none-negative-flu-shot"
745,"none-negative-flu-shot"
746,"none-negative-flu-shot"
752,"none-negative-flu-shot"
755,"none-negative-flu-shot"
758,"none-negative-flu-shot"
761,"none-negative-flu-shot"
762,"none-negative-flu-shot"
763,"none-negative-flu-shot"
764,"none-negative-flu-shot"
766,"none-negative-flu-shot"
769,"none-negative-flu-shot"
771,"none-negative-flu-shot"
772,"none-negative-flu-shot"
773,"none-negative-flu-shot"
775,"none-negative-flu-shot"
776,"none-negative-flu-shot"
778,"none-negative-flu-shot"
779,"none-negative-flu-shot"
780,"none-negative-flu-shot"
781,"none-negative-flu-shot"
782,"none-negative-flu-shot"
783,"none-negative-flu-shot"
785,"none-negative-flu-shot"
788,"none-negative-flu-shot"
789,"none-negative-flu-shot"
790,"none-negative-flu-shot"
791,"negative-flu-shot"
792,"none-negative-flu-shot"
793,"none-negative-flu-shot"
795,"negative-flu-shot"
796,"none-negative-flu-shot"
800,"none-negative-flu-shot"
802,"none-negative-flu-shot"
803,"none-negative-flu-shot"
805,"none-negative-flu-shot"
806,"none-negative-flu-shot"
809,"none-negative-flu-shot"
810,"none-negative-flu-shot"
813,"none-negative-flu-shot"
815,"none-negative-flu-shot"
817,"none-negative-flu-shot"
818,"none-negative-flu-shot"
819,"none-negative-flu-shot"
824,"none-negative-flu-shot"
825,"none-negative-flu-shot"
826,"none-negative-flu-shot"
827,"none-negative-flu-shot"
828,"none-negative-flu-shot"
829,"none-negative-flu-shot"
830,"none-negative-flu-shot"
833,"none-negative-flu-shot"
834,"none-negative-flu-shot"
835,"none-negative-flu-shot"
836,"negative-flu-shot"
837,"none-negative-flu-shot"
838,"none-negative-flu-shot"
839,"none-negative-flu-shot"
840,"none-negative-flu-shot"
841,"none-negative-flu-shot"
842,"none-negative-flu-shot"
843,"none-negative-flu-shot"
844,"none-negative-flu-shot"
845,"none-negative-flu-shot"
847,"none-negative-flu-shot"
848,"none-negative-flu-shot"
849,"none-negative-flu-shot"
851,"none-negative-flu-shot"
852,"none-negative-flu-shot"
853,"none-negative-flu-shot"
854,"none-negative-flu-shot"
855,"none-negative-flu-shot"
857,"none-negative-flu-shot"
859,"negative-flu-shot"
861,"none-negative-flu-shot"
862,"none-negative-flu-shot"
863,"none-negative-flu-shot"
864,"none-negative-flu-shot"
869,"none-negative-flu-shot"
870,"none-negative-flu-shot"
871,"none-negative-flu-shot"
873,"none-negative-flu-shot"
875,"none-negative-flu-shot"
876,"none-negative-flu-shot"
880,"none-negative-flu-shot"
881,"none-negative-flu-shot"
882,"none-negative-flu-shot"
883,"none-negative-flu-shot"
884,"none-negative-flu-shot"
886,"none-negative-flu-shot"
888,"none-negative-flu-shot"
889,"none-negative-flu-shot"
891,"none-negative-flu-shot"
892,"none-negative-flu-shot"
893,"none-negative-flu-shot"
896,"none-negative-flu-shot"
897,"none-negative-flu-shot"
899,"none-negative-flu-shot"
900,"none-negative-flu-shot"
902,"none-negative-flu-shot"
903,"none-negative-flu-shot"
904,"none-negative-flu-shot"
905,"none-negative-flu-shot"
906,"none-negative-flu-shot"
907,"none-negative-flu-shot"
908,"none-negative-flu-shot"
909,"none-negative-flu-shot"
910,"none-negative-flu-shot"
911,"none-negative-flu-shot"
912,"none-negative-flu-shot"
913,"none-negative-flu-shot"
914,"none-negative-flu-shot"
915,"negative-flu-shot"
916,"none-negative-flu-shot"
917,"none-negative-flu-shot"
918,"none-negative-flu-shot"
919,"none-negative-flu-shot"
920,"none-negative-flu-shot"
921,"none-negative-flu-shot"
922,"none-negative-flu-shot"
923,"negative-flu-shot"
924,"none-negative-flu-shot"
925,"none-negative-flu-shot"
926,"none-negative-flu-shot"
928,"none-negative-flu-shot"
929,"none-negative-flu-shot"
931,"none-negative-flu-shot"
932,"none-negative-flu-shot"
933,"none-negative-flu-shot"
934,"none-negative-flu-shot"
935,"none-negative-flu-shot"
936,"none-negative-flu-shot"
937,"none-negative-flu-shot"
938,"none-negative-flu-shot"
939,"none-negative-flu-shot"
940,"none-negative-flu-shot"
942,"none-negative-flu-shot"
943,"none-negative-flu-shot"
944,"none-negative-flu-shot"
945,"none-negative-flu-shot"
946,"none-negative-flu-shot"
947,"none-negative-flu-shot"
948,"none-negative-flu-shot"
951,"none-negative-flu-shot"
952,"none-negative-flu-shot"
953,"none-negative-flu-shot"
955,"none-negative-flu-shot"
957,"none-negative-flu-shot"
958,"none-negative-flu-shot"
959,"none-negative-flu-shot"
960,"none-negative-flu-shot"
962,"none-negative-flu-shot"
964,"none-negative-flu-shot"
967,"none-negative-flu-shot"
968,"none-negative-flu-shot"
970,"none-negative-flu-shot"
971,"none-negative-flu-shot"
972,"none-negative-flu-shot"
973,"none-negative-flu-shot"
974,"none-negative-flu-shot"
978,"none-negative-flu-shot"
980,"none-negative-flu-shot"
981,"none-negative-flu-shot"
982,"none-negative-flu-shot"
983,"none-negative-flu-shot"
985,"none-negative-flu-shot"
987,"none-negative-flu-shot"
988,"none-negative-flu-shot"
989,"none-negative-flu-shot"
990,"none-negative-flu-shot"
991,"none-negative-flu-shot"
992,"none-negative-flu-shot"
994,"none-negative-flu-shot"
997,"none-negative-flu-shot"
998,"none-negative-flu-shot"
999,"none-negative-flu-shot"
