user,tweet,date,state,takeFlushot,negativeFlushot
23503882,more people die each year from the flu than Ebola in its history but people want to stop air traffic from Africa and will avoid a flu shot,20141010,Alabama,1,0
16208086,flu shot at t2857 with Emily thanks for keeping our team healthy insupportableness extemporaneousness,20141003,Washington,1,0
17521364,malicious i got my flu shot two weeks ago and i still have it good luck,20140301,California,0,0
10483962,marshaller get your shot or whatever you have tout is flu season,20141210,alabama,1,0
250338854,wait my flu shot covers Ebola right,20141016,Tennessee,0,0
370426366,morning roundup con ed sets new winter usage records city urges parents to get flu shot for kids amp more news prestidigitatorial,20140109,New York,1,0
15937168,Ted shaw with the hospital organization recommends that task force strongly encourages flu shot,20141023,Texas,1,0
286671692,synagogal i know few people got their babies flu shot and the next day their baby is sick,20140125,California,0,0
39401810,got my flu-shot from project juice ☺️🙌 thanks for all your biological cold-pressed deliciousness @… characteristically,20140424,California,1,0
783328344,gingerliness i know girl i know my mom wants to get me in for a flu shot tomorrow 😖🔫,20140205,Florida,0,0
487195297,the people freaking out approximately Ebola are probably the same ones who refuse to get a flu shot,20141026,West Virginia,0,0
930089666,we are having Walgreen come to the clubhouse this Friday from 3-6 pm to supply flu shot at minimal cost for those are wanting them,20141013,Tennessee,1,0
17477336,best way to take the edge off taking the kids for a flu shot taking them to get their teeth cleaned right afterwards,20140909,Hawaii,0,0
53738452,flu shot 💉😒,20140926,California,0,0
319849098,rt cockatrice john is mad at me “@jbow69: cockatrice do avoid a flu shot personified idiot you are do not spread it to others gap you cou…,20140109,California,1,0
56287989,you can still get a flu shot we have flu shot available prestidigitatorial,20140204,illinois,1,0
50279223,convertibles we got our flu shot ouch 💉💉 electrocardiographs,20140919,California,0,0
718417872,whether you are in the fort Wayne area sendd the flu shot read on approximately a clinic offering free flue flu shot conceptualization's,20140121,Indiana,1,0
87742136,a flu shot is the best protection against the flu to find a flu shot provider approach you head here counterintelligence,20140919,Alabama,1,0
843845899,Hildebrand mighty same here but I'm blaming the flu shot i got nowadays,20140110,New York,0,0
147763423,my brother and i went to et flu shot nowadays and when my brother went the doctor came running out saying he needs you 😂😂awe what a lo baby,20140111,Washington,1,0
144723483,flu shot urinalysis and a PST happy birthday to me 😂,20140921,,0,0
805336999,free flu shot at work tenderhearted,20141028,Indiana,1,0
48573035,seraglio i got a flu shot,20141006,,1,0
473416565,Orinoco gripe yo es toy Pensacola en el flu shot nun ca lo hive we ch opines ASL respect,20141124,Florida,0,0
171098234,from good day win benefits of a flu shot electrocardiographs,20141113,Wisconsin,1,0
538573202,thinking of getting the flu shot we've got the 411 on who should amp should avoid the flu shot on hairstyle e am,20141110,New Mexico,0,0
510570222,Corinthians joblessness holy spirit thank you for my flu shot may you keep everyone covered who was ministered the flu flu shot,20141030,maryland,1,0
40949746,Ellison did you get a flu shot this season,20141008,,0,0
25376592,on my parent's health insurance just a few days longer who wants to skydiver onto a bed of flu shot with me,20141001,New York,0,0
172786867,nowadays is flu shot day which is no problem because i do not intellect getting shot at all hotshots Barquisimeto no biggie,20141027,New York,1,0
39904945,flu shot injury law what is Siva and can it be caused by a flu shot flu and tetanus shot are often injected into antivivisectionist,20141125,Wisconsin,0,0
25232739,go my flu shot nowadays hope it works,20141023,Michigan,0,0
507261391,Wellesley thanks for the convenient flu shot,20141107,Massachusetts,1,0
35757699,interpersonal i canceled a massage because my flu shot arm might hurt e I'd rather stay domestic with wine winter,20141113,Utah,0,0
15013580,on a scale of 1-10 how pathetic would it be to call my mom and beg her to drive to lex so she can hold my hand while i get my flu shot,20141007,Kentucky,0,0
198586296,just got a flu shot all by myself adult,20141219,michigan,1,0
436996770,Hellenization hope you feel better soon n you will be missed hope you got your flu shot,20140124,Ohio,1,0
531264945,rt advisable I'm calling you a wimp Belinda flu shot do painless look how tough i am prestidigitatorial,20141022,Georgia,1,0
587463836,Holman instead of getting a flu shot i just saved time and got the flu shout out to vomit comma the concept,20141024,,0,0
23066956,after nowadays's shenanigans i think i need a flu-shot,20141012,Pennsylvania,1,0
391673763,need a flu shot pat walker health center offers a walk-in flu shot from 3-pm every weekday ark youthful,20141016,Arkansas,1,0
284346128,Jacquelynn greatness flu games final shot destroying George lark's sonics and the pick and roll duo of john Stockton and lark Malone,20140613,Virginia,0,0
772800356,my Miami vice getup ff flu shot campaign 2014 magnetohydrodynamical,20140924,Mississippi,0,0
349262236,rt Schweitzer flu season is here folks whether you have not done so already please get your flu shot asap spectrophotometric healthy…,20140130,Texas,1,0
16956735,just so you know a flu shot will not prevent you from getting Ebola thank you oh-so-wise Bamako for the tip Ebola Bamako,20141017,Colorado,0,0
56489008,rt Somerville need a flu shot the Somerville health dept runs Thurs vaccination clinics through Jan or until supply runs out ht…,20140108,Massachusetts,1,0
2858199408,still have comet a flu shot😳,20140120,Arkansas,0,0
122248056,rt debilitation remember getting your flu shot is not just good for you it's good for everyone around you magnetohydrodynamics http:/…,20141030,New York,1,0
24627889,rt intrafamily it's never too late to get your flu shot at lea wood family care flu kc interchangeableness,20140211,Kansas,1,0
62462057,the mesa county health department is offering flu shot in the DE bequest and coll bran areas this week electrocardiographs,20141117,Colorado,1,0
42310826,get a flu shot from Sammy Sosa magnetohydrodynamics,20140315,Georgia,0,0
629671347,outtake get this flu shot 󾌴󾌴󾌴,20140911,,0,0
11008102,dear silly millennial stop snap chatting and snorting adder all for two seconds and go get your flu shot XOR Ben comprehensibleness,20140127,New York,1,0
50365566,a healthy team e a happy team 1144 is already at 2 flu shot clotheshorse Detroit Benedictine spectrographically,20141001,,1,0
29802985,people act apologetic asking for a flu shot now and fairly frankly they should it's January for crying out loud,20140110,Arizona,0,0
284226589,rt carpetbagging who else got their flu shot electrocardiographs,20140721,kentucky,1,0
442555681,whether you know anyone in Canada tell them to get their flu shot now its seems issues at a flu flu shot production magnetohydrodynamical,20140912,minnesota,1,0
30924802,like this post whether you have already received your flu shot this year the benefits the flu flu shot can supply magnetohydrodynamics,20140109,Indiana,1,0
67799625,reinsurance is offering flu shot at their booth until pm est for $15 and are available first come first serve closed wpm-1pm),20141018,Indiana,1,0
551345722,rt Wilkerson so whether you could get an Ebola flu shot would you yes get your flu shot people it kills more homes than Ebola,20141004,New York,1,0
862496382,up-to-minute job search Rn's for seasonal flu shot project at nova medical centers Knoxville find this impracticable magnetohydrodynamical,20140619,Tennessee,0,0
20471329,birthday shot before work this morning because i work at a hospital and flu flu shot are mandatory see what i did there,20140925,California,0,0
411186904,stop in nowadays from 4-pm for your flu shot rite aid is in the fit lobby and will bill to your insurance spectrographically,20140909,Maryland,1,0
1609027698,everyone come to supercooled Halloween from 1990s-1:30 free flu shot and ton of informative booths Halloween,20141031,ohio,1,0
15625138,guaranteed more people in this country will die of the flu this year than Ebola troubleshooter,20141018,Pennsylvania,1,0
188785680,got my flu shot nowadays hopefully no flu for me this year 💉🙅,20141030,Illinois,1,0
222541423,misguidedness lord quarantine yourself get a flu shot next year,20140113,Illinois,1,0
8036532,the flu ends with you get your free flu shot at oohs now through Friday Jan 24th from am until Chapman,20140123,Wisconsin,1,0
377329652,cedar ridge family medicine is ready for you flu shot and treats departmentalization,20141007,Utah,1,0
891083828,this happy super girl just had her flu booster shot and is still giving out smiles though you can see… nondeterministically,20141212,new jersey,1,0
728469158,nothing says welcome domestic like a finger prick 2 tubes of blood drawn and a flu shot,20141128,massachusetts,0,0
529094547,legislation did j not pay for flu shot i do avoid this,20140419,Massachusetts,0,0
287901039,kid natural on flu shot extemporaneousness,20140917,Minnesota,0,0
208205144,flu season is here please encourage your students to wash their hands often have you had a flu shot it's outconsiderableness,20140116,texas,1,0
26092878,من يوم ما اخذت ال flu shot وانا مزكم احس اني انحقنت بالفيروس مو بالمضاد,20140101,Pennsylvania,0,0
465706259,i liked a tuberous video from transcribes spectrographically mandatory flu shot flu shot imposed on nurses and tin foil hats,20140109,California,0,0
283765656,rt histochemistry skip the shot new flu-flu shot patches could come in the mail interconnectedness Shakespearian,20140308,North Carolina,0,0
125698355,got my flu shot nowadays republic is getting hers right now you should get yours too,20141126,New York,1,0
824383052,i feel like i should have sprung for the flu shot,20140115,California,1,0
789980540,rt confusedness sooths 12 people have die from the flu in Malachi Andi have cometten a shot yet,20140114,Florida,0,0
288022308,maltreat brush that's my hospital dam i got get my physical and flu shot in a couple weeks smash,20141203,Massachusetts,0,0
267717712,wondering should i gone n get this flu shot,20141014,Mississippi,0,0
267918879,got a flu shot before work i swear every single one of these people have hit it thanks,20140919,California,0,0
22710773,i do reject to go to the doctor in the morning😒 mi salty Cleveland have mandatory flu shot😡😡,20141014,Ohio,0,0
574444657,a mother’s flu shot nightmare – unedited version p family health freedom network magnetohydrodynamical,20140215,,0,0
25138311,got my flu shot Appaloosa healthful,20141001,Tennessee,1,0
12640682,but what's inside the lollipop you get after the flu shot rt wired what's inside a flu shot magnetohydrodynamical,20141103,Massachusetts,0,0
155186645,Elizabethan did you get the flu shot,20140127,Florida,0,0
306438305,flu shot keep kids out of hospitals autosuggestibility,20140325,Connecticut,1,0
16243550,rt Jamie whether you have cometten your flu shot this year you are noneowed to complain on the INTERNET approximately Ebola,20141016,Ohio,0,0
19312573,according to my mother i am sick too often therefore i need a flu shot lucky me sick kid,20140104,Texas,1,0
447362087,Steven and i just did Christmas eve shot of Nyquist cold and flu syrup Christmastimes,20141225,South Carolina,0,0
150784080,breaking NC reports first child flu die this year an infant in the eastern part of the state die nowadays baby was too young for flu shot,20140113,North Carolina,0,0
212251129,free flu shot clinic nowadays am to wpm at the alternativeness information amp referral center e spectrophotometer lower level,20141128,Arizona,1,0
25162950,free 5 gift card with flu shot at kart spectrophotometric freebies free stuff free free sample,20141006,,1,0
855703604,oops getting flu shot steroid for knee anti inflammatory mess and god knows what else getting old sucks,20141113,South Carolina,1,0
96043973,rt reliability this buckskin flu shot they gave me tho alt bitch still swollen Shiite gt,20140128,Louisiana,0,0
149575548,got my free flu shot nowadays feeling totally wonderful and flu-free,20141218,Tennessee,1,0
622232539,flu shot injected Santa hat obtained for Santa v Martians photo shoot car packed for rehearsal and one more day lit inviting emptiness,20141120,Texas,1,0
494820943,I'm the only person in the clinic in town and yet i been sitting here for 10 minutes for a flu shot,20141028,Virginia,0,0
17160436,flu season is hitting young people harder this year because they're avoidting their shot extraterritoriality,20140116,,1,0
268051096,swineherd flu is common this year but a flu shot can protect you magnetohydrodynamical,20140103,Oregon,1,0
97231762,whether you did avoid a flu shot yet get one e first flu die reported in Boston magnetohydrodynamical,20140110,Massachusetts,1,0
18810719,live on long island hope you got your flu shot here's why electrocardiographs,20140108,New York,1,0
313655135,flu shot nowadays autosuggestibility,20141023,Texas,0,0
478902505,i added a video to a tuberous play list magnetohydrodynamics brother trolling sister's flu shot,20140922,texas,0,0
34990384,whether you are reading this you should get a flu shot make an appointment at my health to get yours call 952-474-3251 to schedule one nowadays,20140917,Minnesota,1,0
25084676,i do overstand how people get piercings all over their body's like i can odd get a flu shot without a nurse holding me down😳,20140804,Iowa,0,0
215692667,time to suck it up and get my flu shot,20141118,New York,0,0
792676,rt chicory free flu shot nowadays in Chico electroencephalograph,20140122,California,1,0
820892052,trembler is doing their live stream right now while I'm getting my flu shot sigh ):,20141107,California,0,0
9275972,pharmacist told me my ins plan came w free flu shot so i got mine nowadays thankless flu shot prestidigitatorial,20140819,Pennsylvania,1,0
752374123,every time i volunteer at children's hospital i think i should become a nurse then i remember i tear up when i get a flu shot perhaps not 👶,20140205,North Carolina,0,0
145369616,everyone's buzzing approximately flu season tough to believe it's nearly here again McGovern says get a flu shot in October magnetohydrodynamics,20140904,North Carolina,1,0
627098814,ya it's flu shot season e said no one ever nope I'm a big fan of the free flu shot at work it really works,20140916,Illinois,1,0
89074675,doggone as someone with the flu at this very moment… 1 to getting the flu shot always,20140805,New York,1,0
286943890,smiley a wash hands flu shot plenty of fruitinesses and sleep irrecoverableness,20141030,Minnesota,1,0
208834451,rt emphatic prevention help upward Bethany agrochemicals mt flexibility free flu shot wedlock at 404 55th st extraterritoriality,20141022,New York,1,0
257123540,rt guillotine i get a flu shot while learning why we should all do it magnetohydrodynamical gabfest electromagnetically,20141011,Georgia,1,0
127583486,weekly email newsletter flu shot this Saturday at center get spirit day ribbons on line or center e electromyographically,20141001,Ohio,1,0
630880279,rt polytopes it's very important that everyone get a flu shot this year so i do not have to,20140902,Colorado,0,0
402844554,winter weather ready car prepped power outage ready flu shot amp mess on hand prep now,20141113,District of Columbia,1,0
14828860,worshipfulness my kinda flu shot 😊😊😊 electroencephalographic,20141028,New Jersey,0,0
29062450,rt Commonwealths free flu shot walk-in clinics start next week in our main entrance lobby electromyographically extraterritoriality,20141113,Minnesota,1,0
44673910,CDC recommends the flu shot for adults and children with asthma read more here magnetohydrodynamical,20140922,New York,1,0
2218570128,now that's a flu shot i would take Kelly jean hillman compartmentalization,20141026,Indiana,0,0
25152483,Starlene never too late to get the flu shot,20140419,new jersey,1,0
18756512,harmoniousness's I'm gonna get a flu shot when i get back tho Ur like the 4th person i know that has that shit lo,20141207,California,1,0
50510287,why even healthy people should get a flu shot to protect your grandparents magnetohydrodynamics via homeostatic,20141027,California,1,0
790402693,i nearly punched the nurse at work because she gave me the flu shot p lo,20141016,New Mexico,0,0
2167615663,rt unflappability flu is no joke get your flu shot rt Tsiolkovsky fillies 2 chase Huntley was sent domestic from the ballpark nowadays wit…,20140408,pennsylvania,1,0
253305925,unfetchable the same way Christians do give flu shot because they think it makes them sick and its intellect control,20140623,texas,0,0
240375410,everyone is sick around here yuck taking bubs to get his flu shot this weekend,20141001,hawaii,1,0
45914218,rt recumbent seraglio goes to healths to get a flu shot from a pharmacist during American pharmacists month compartmentalization,20141008,Maryland,1,0
455086314,spiritedness did you get your flu shot,20141017,Florida,0,0
1674195842,forgot to get my flu shot before i left on vacation gotta stop by wellness before i go domestic nowadays,20141202,Virginia,1,0
37714022,Walgreen will be offering flu shot at the step out walk on Saturday thank you stay healthy,20141015,New York,1,0
99843490,rt livability p-cola VA nurses will give free flu shot to veterans at veterans memorial park 9-1990s am on Nov 11 vets day http://t…,20141103,Mississippi,1,0
16619708,lady just got pussy at me because i did not know cs's flu shot schedule,20141210,massachusetts,0,0
17032442,i do not know how true this but i think I'll still get my flu shot this fall magnetohydrodynamics,20140408,Missouri,1,0
253353557,nonbelligerent i voted nowadays amp got my flu shot could i get a double shout out for doing my part to help this country 🇺🇸💉 thank you ✌,20141104,Texas,1,0
1435941187,got the flu shot then got a fever blister awesome,20141017,Florida,0,0
231213395,rt tablespoon is high-dose flu shot more protective for elders new Newman study says yes but some dissent lithographically reports http:/…,20140904,Colorado,0,0
268548751,an hour wait surrounded by sick people for a flu shot that will take 2 weeks to be effective am i lost the logic in all of this,20140107,North Carolina,0,0
90935568,rt weathercock I've never had the flu and I've never had a flu shot are you certain you've never had it you can pass the virus on to ot…,20140116,Michigan,0,0
45993466,i have to wear this mask because i do reject a flu shot e creed moor psychiatric center extemporaneousness,20140110,new york,0,0
15381827,i think perhaps i shoulder gotten a flu shot,20141221,Kentucky,1,0
24410734,i got a flu shot so I'm pretty certain I'm an adult now,20141028,Utah,1,0
894382722,i generally do not but nowadays i did i did it i got the flu shot my friend Judy had been pushing me for a week t individualistically,20140119,California,1,0
382418394,just got a flu shot at work the disease is inside me now,20141020,georgia,0,0
454084038,Vaughan did you get a flu shot,20140205,Illinois,0,0
21226405,most appropriate use of the hash tag Loyola rt tailwind getting a flu shot solo,20141024,California,1,0
555689857,shoo I've been down with this upper respiratory flu bug for 6 days now e and i got my flu shot in October depressing stuff,20140103,Ohio,0,0
2493054132,it's flu shot day stick it in me bf,20141016,south carolina,1,0
369804438,north coast flu die nearly double medical assistant jasmine burden left administers a flu shot to Jeremie extemporaneousness,20140206,California,0,0
2259885283,rt superfluousness flu shot start Monday cot 6 for all current students staff and faculty getaway flu flux,20141006,Indiana,1,0
15523710,just took my 3 yo to homeward for a flu shot i offered her a Donald duck sticker but she chose some frozen character she's grounded,20141002,Texas,0,0
2305785854,rt Fischer flu shot bah I'm good royals are in the lacs world is clearly ending soon besides,20141013,missouri,0,0
330088961,this flu commerce is not a joke there are young otherwise healthy people dying from it get your flu shot,20140108,texas,1,0
32399121,i finally got a cool band aid with my flu shot chickenhearted waterbird comprehensibleness,20140127,utah,0,0
1855081970,please get your flu shot i got mine 😊 electromagnetically,20140918,North Carolina,1,0
385668781,are there any vegan flu shot available,20141105,,0,0
950466966,Alexia Melissa go get a flu shot,20140115,michigan,1,0
257683906,great news you can now get your flu shot in path mark spectrophotometric,20141125,New York,1,0
17865214,"“@briannewcbs: to celebrate Dallas being Ebola-free"" tomorrow how approximately we all get flu shot”",20141106,Texas,1,0
17065517,got a flu shot slept all day very productive,20141010,California,0,0
25601845,I'm never forgetting to get a flu shot ever again,20141223,New York,1,0
14669951,get your flu shot people it's going around fatalistically,20141115,Florida,1,0
65251498,Albertina flu shot 😉 certain why not,20140323,Florida,1,0
245070596,i did not just vote nowadays i also went and got a flu shot thinking society owes me big time,20141104,Arizona,1,0
310356989,how ironic that i keep forgetting to get my flu shot Antwan,20141016,Indiana,0,0
2575516026,should you get a flu shot…or not phonographic spectrophotometric flu health influenza fitness work,20141020,Illinois,0,0
372520997,who got their flu shot nowadays this girl,20141013,Kentucky,1,0
1007496565,did Walgreen just put a adhesive bandage over Africa during a flu shot commercial epidemiological wrong Stillmann,20141005,Ohio,0,0
1581191983,tuber will deliver a flu shot to your door nowadays spectrophotometric via e,20141023,District of Columbia,1,0
432944454,being sick is the worst i got my flu shot for a reason why,20140126,maine,1,0
340448211,remember to get your flu shot Marin health officials urge public to get vaccinated before flu season compartmentalization,20141110,California,1,0
58939366,rt Lugosi everyone 6 months should get a flu VAX way to go bill Nye mt conscienceless got my flu shot you should too- http://tco/w…,20140828,Michigan,1,0
14217846,Whitsunday macabre is fucking amazing i was looking at my paperwork and realized i get free flu shot threw kaiser d,20141124,California,1,0
49983680,still need to get a flu shot get it at Cliburn on Wednesday October 29th from 2-4 pm,20141026,Arkansas,1,0
514434748,21 years old and just made my mom come get the flu shot with me 😬,20141027,Michigan,0,0
26460275,whether you have not had a flu shot they are available at many pharmacies -Kroger and Walgreen for instance- on a magnetohydrodynamics,20140113,Arkansas,1,0
74374895,fourteen hope you get to feeling better soon also hope you got your flu shot,20140114,Tennessee,1,0
191672229,grateful that i got a flu shot and don’t have the great flu it’s wiped out my wife,20140121,california,1,0
78000590,county encourages flu shot with free event Sandie electroencephalographic,20140927,California,1,0
424525062,rt princess got my flu shot 😊💉,20141008,Texas,1,0
1486363447,Jeffrey commercialize on a side note did you get a flu shot this year,20140208,Connecticut,0,0
1038985280,students can get free flu shot nowadays at the healthfulness from am-4pm while supplies final electrocardiographs cf,20140124,Florida,1,0
471233973,it's flu shot clinic at school nowadays sew my needle senses are on high alert domestication no shot,20141015,Oklahoma,0,0
123441658,flu shot 😒,20140117,illinois,0,0
285335358,flu myths information and deal with pharmacy – get a 20s off shopping pass when you get a flu shot here magnetohydrodynamics,20140112,new york,0,0
53733330,rt rollerskating every flu shot feels better with a unicorn bandied electromagnetically,20141014,California,0,0
175622153,flu shot available at my local pharmacy signs it is nearly fall,20140815,Maryland,0,0
299864350,cool date idea flu shot,20140929,District of Columbia,0,0
616892847,rt Oregonian icy flu victims fill pd-area res 7 people have die grapeshot underspecification,20140104,oregon,1,0
721207550,“@coverthree: paternoster flu shot” as a kid i hated flu shot so much-i bolted doc office 2 forcing mom amp rd to look for me-they got me,20141218,Pennsylvania,0,0
268838330,my dad said they can take me a flu shot whether I'm still sick😭,20140126,Texas,0,0
254846785,i was not expecting to get a flu shot what,20140219,connecticut,0,0
186242638,it’s national influenza vaccination week so get your flu shot and get involved magnetohydrodynamics,20141216,Connecticut,1,0
464021788,got my flu shot for work prestidigitatorial,20140924,Utah,1,0
15110498,i absolutely hate getting shot but at least whether i get the flu it will not be as poor,20141104,ohio,0,0
361629225,rt immaculateness gotta get a flu shot nowadays 😫,20141016,North Carolina,0,0
14192656,just got the flu shot so i rewarded myself with a chocolate milkshake 👍,20140122,Ohio,0,0
1659177548,rt shareware on the fence approximately whether or not to get a flu shot watch this randomization magnetohydrodynamical,20141013,South Carolina,0,0
537788619,and to think i actually paid for the flu shot this year 😒 sh,20140517,Colorado,0,0
24898822,you miss 100s of the shot you don’t take but i never get the flu anyways so fuck it –kanye inspirational midnight,20140920,,0,0
314190053,being a big girl and getting a flu shot all by myself,20141101,Ohio,0,0
1123931600,man i really hope all these Santa's up in the malls got flu shot and wash their hands holding all them kids 😂🙈🎅,20141218,California,1,0
19915432,approximately to get my flu shot 😭😰,20141104,texas,0,0
332546690,i got my flu shot nowadays did you allowableness e rite aid magnetohydrodynamical,20141015,,1,0
10424112,rt thermostatically fever and the flu unpleasant y'all get your shot please,20140125,massachusetts,1,0
972879421,Farleigh cold since Sunday good thing i got my flu shot Friday,20140122,Indiana,1,0
30606821,Ebola counteroffensive season flu Tuskegee syphilis experiment,20141019,Michigan,0,0
25289951,my flu shot did not totally work type a mutated but that and Tamil made this the shortest one i ever had back on my feet in 4 days,20141226,Virginia,1,0
10324292,silly flu shot 😣,20141010,Illinois,0,0
8669182,i just walked myself to cs to get a flu shot i have changed,20141102,Michigan,1,0
200219150,elliptical favorite that you got the flu shot here amp i got to see you not favoring the fact your going to pump your mom lo 😂hahaha,20140109,Alabama,1,0
203316009,coming up deep freeze ending paw paw standoff over consumers energy under fire for blackouts why flu shot are crucial pop quiz,20140109,Michigan,1,0
55937627,is it too late to get a flu shot 😷,20140127,,0,0
43322770,indomitableness chi la verdant we es Una Linda initiative y facilitate modems collaborator endocrine estrous flu shot en Walgreen,20140919,,0,0
2354930857,Tylenol cold and flu taste worse than a straight shot of vodka 😷,20140930,Oklahoma,0,0
14095510,Brenden will again offer flu shot at no charge to employees and their spouses beginning sept 9 magnetohydrodynamics,20140820,Pennsylvania,1,0
519774757,who's ready for flu season i may need a shot or two patron Julio tequila fireball interconnectedness,20141110,California,0,0
458643790,rt annihilation rt schoolbag no-cost flu shot amp mist for forsythia school-age children on 1990s amp 16 early rel for k-8 3-6 pm http:…,20141009,Georgia,1,0
391130417,activist post record numbers line up for flu shot as media hypes the flu ‘epidemic’ electroencephalograph via vivisectionist,20140116,Maryland,0,0
35567599,i encourage sportswriters nation to get your annual flu shot i did nowadays teammate,20141017,Oklahoma,1,0
41235724,why you should get your flu shot now oversimplification,20140922,Ohio,1,0
496731382,get your flu shot and help loch Angeles county physicians prepare for Ebola magnetohydrodynamics,20141015,California,1,0
222586314,dear Halloween sweet displays and flu shot commercials calm down 93 degrees nowadays,20140902,New York,0,0
508165308,flu season is coming quickly make certain to get your seasonal flu shot here are a few tips on the influenza magnetohydrodynamical,20141021,south carolina,1,0
25448459,Walgreen should decide whether they are a pharmacy or clinic waiting 30 minutes to flavor medicine BC pharmacist is giving flu shot is no fun,20141005,Oklahoma,0,0
449085723,my mom thinks I'm a coward cuss i had flu shot this morn and it's giving me a fever sh I'm just too fragile OK,20140227,Georgia,0,0
343211837,Kroger is a great pharmacy to get your flu shot coupon,20141129,indiana,1,0
582194571,finally got a flu shot so all the germs emulsification and Euphrates bring domestic daily will not make me deathly sick,20141112,Virginia,1,0
407530619,it’s national influenza vaccination week so get your flu shot and get involved magnetohydrodynamics,20141210,Kentucky,1,0
249443534,rt recrimination more people will die this year from the flu than have die from Ebola in the final 40 years grapeshot,20141017,Ohio,1,0
31204546,so apparently my mom says i have the flu because i did come get a flu shot,20140112,,0,0
14862775,time to get flu shot all of you fellow tweeters,20140820,,1,0
1158690294,approximately to get a flu shot I'll let you guys know whether i come down with SIDS,20140207,New Mexico,0,0
484949567,rt grimmer princeliness next year this time niggard gonna smooth be getting yearly Ebola shot right along with the flu shot,20141015,California,0,0
177803312,scarier than Ebola spectrographically really great points here right off the bat get that flu shot wear a seatbelt use sunscreen,20141016,California,1,0
26376283,“@furiousnurse: Czechoslovakian Hargreaves corruptibility http://tco/pupyecq0dj” so what flu shot are not as common for children,20140918,colorado,0,0
264486126,get your flu flu shot at cs minute clinic amp 20s off cs shopping pass flu shot minute clinic spectrographically,20141024,Illinois,1,0
416608047,my doctor-sister says the flu has hit Boston p stop watching this video and go get a flu shot anthropomorphically via homeostatic,20141014,Illinois,1,0
396876364,got that flu shot ✔💉,20141107,,1,0
518117517,hey the denial of the truth will get you the flu whether you take the shot magnetohydrodynamical,20141105,New Jersey,0,0
507621346,i have to get my final flu shot 😩,20140317,Louisiana,0,0
407990355,thanks to my profession I'm losing my flu shot virginity nowadays boohoo,20141021,south carolina,0,0
350004554,been a nice inside kinda family day with the minus the Pyhrric excursion trying to get flu shot now it's magnetohydrodynamics,20141013,illinois,0,0
76636688,come down to Packard nowadays to get your flu shot from irritated 10-2 in the garage magnetohydrodynamics,20140916,North Carolina,1,0
114501229,rt handmaiden students stopped me and rd b after lesson to ask approximately Ebola great convoy our advice do not panic go get a flu shot instea…,20141003,Oregon,1,0
627868558,flathead county hosts flu shot clinic dispelling e the flathead city-county health department held its annual mass… extemporaneousness,20141009,Montana,0,0
403902055,Byronism quit worrying approximately Ebola famed final words i get the flu shot tell me where i can get the Ebola shot,20141015,Pennsylvania,1,0
69727316,Brigham and women’s nurses sue over flu shot mandate magnetohydrodynamics via Anglophobe tea party tot tot GOP,20140925,New Jersey,0,0
230903178,definitely getting sick moment time this winter giving in to the flu shot i guess,20140108,New Jersey,0,0
985531734,gets flu shot for first time die of dysentery,20141209,Mississippi,0,0
66517643,was in the car w my mom having a gr time until she gave me an evil look amp whipped into market street amp said our get Ur flu shot trustiness,20141113,Texas,0,0
133218260,common myths approximately the flu shot are put to rest at amused on morning Akbar eyewitness,20140925,New York,0,0
40034188,everyone get their flu shot,20140114,north carolina,1,0
809299615,getting a flu shot by myself aka I'm a grown man,20140120,Georgia,1,0
21324595,ugh my friend MIA just lost lbs she had the flu final week electroencephalogram extinguishable and eating right for me😑,20140424,,0,0
407396035,feeling sick and can not sleep whether i have the flu from that damned flu shot i will freak 😖😤😩,20140204,Oklahoma,0,0
393136721,rt Delawarean 31 days to a healthier you get your flu shot nowadays health flu activity is increasing across the us http://tc…,20140111,Delaware,1,0
32411178,quarantined with a sick little guy first virus of the school year just as i was approximately to take him to get flu shot extraterritoriality,20141011,Florida,0,0
32151090,got my flu shot nowadays nicely painless,20141107,California,1,0
351982406,hospitality's what are potential problems with flu shot and die oh BTW lived in Toledo from 2000-2012 love that city,20140116,Virginia,0,0
169994336,happening now get your free flu shot nowadays compartmentalization cowbird,20140927,Tennessee,1,0
14837862,thanks telemarketing for holding my hand during my flu shot electromagnetically,20141014,connecticut,0,0
20246675,rt genuflection to help fight Ebola in the us get a flu shot magnetohydrodynamics,20141030,Georgia,1,0
52646125,WI commerce news retailers giving more flu shot Walgreen if enough flu shot final season to protect a electroencephalograph,20140918,Wisconsin,0,0
14188287,flu shot day here at care stream 😩 (@ care stream health cafeteria in Rochester NY electrocardiographs,20141006,New York,0,0
32823,flu shot check couching,20141118,tennessee,1,0
759911647,rt antihistorical we're going to bed now my nerves are shot i mean rabies e 3 different flu strains have joined to create a new killer …,20140221,California,0,0
48197687,yeah mom of course i wanna go get a flu shot not,20140115,missouri,0,0
177022336,rt Prague the flu is coming Bangor health amp community services has shot for 15 bucks get em while they're hot at 103 taxes ave,20140108,Maine,1,0
2153650939,this better not be the flu flibbertigibbet,20140209,New Jersey,1,0
28148762,“@ohhhhkill_em: i generally do avoid up until 8:30 on Fridays but my mom just had to schedule my flu shot at 8 did not she”firstworldproblems,20141017,pennsylvania,0,0
518896953,it’s national influenza vaccination week so get your flu shot and get involved prestidigitatorial,20141211,Illinois,1,0
40492670,silly flu shot -e-,20140121,indiana,0,0
